X	Y
2,9805815682264596	2,934695134083088
0,800206044499864	0,749056638886714
2,548495661906899	2,638340284389677
0,927404709574569	0,47773144240836907
0,8998534430538875	0,9349871743180723
0,48411805235720273	0,009096766401740508
2,7242548667855715	2,097233339523649
2,2837059983466483	2,179437992888749
0,1316117561523119	0,4838215875108314
2,543533506094855	2,5657285996206602
0,927007379813672	0,8393374562611462
2,762622882742666	2,6076003359668
2,620381483479923	2,9611032620261097
0,5541434028586711	0,4568029705831099
2,816425274540018	2,399442581526109
0,4940629317435271	0,6098446229595779
0,4881354551970012	0,9499432866808082
2,9401213151679393	2,11145277762234
2,8463757249996977	2,9398723916058795
0,05597277127979117	0,5398199055418826
0,02555774176780312	0,8625108941634543
0,445763294205075	0,060334986841779736
0,376177249266224	0,26072517701985576
2,7362284320868997	2,444392961701227
0,19871623824855378	0,5456964000706904
2,695602061327314	2,293581558383722
2,5814852933418524	2,0949278273676555
2,363169322500087	2,6595558033831947
2,520613273147082	2,3614769637052615
0,21611274405838599	0,2663869373934932
2,9372115236845078	2,590711269529077
0,9394223364720493	0,2592360044841061
2,4196190906753747	2,981225992210492
0,45715173546317844	0,12129708116595517
0,1721338415781576	0,2512910665885625
2,018790264902231	2,764989543282594
0,2601390882960303	0,12753563607245677
2,599774032020517	2,8775902743519106
0,43516082095410036	0,31140899578048253
2,673203083462101	2,39550330192815
